dataset,configuration,question_id,status,sentences,citation_presence_rate,human_support_rate,automatic_support_rate
asqa,asqa-gpt-35-turbo-gtr_interact_search_summary-shot2-ndoc10-42-azure.json,4736010675551913156,annotated,1,1.0,0.0,1.0
asqa,asqa-gpt-35-turbo-gtr_interact_search_summary-shot2-ndoc10-42-azure.json,-5485901134801622830,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr_interact_search_summary-shot2-ndoc10-42-azure.json,-1528483370616468286,annotated,3,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr_interact_search_summary-shot2-ndoc10-42-azure.json,-962065981949449467,annotated,3,1.0,0.6666666666666666,0.6666666666666666
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-7013890438520559398,annotated,3,1.0,0.6666666666666666,0.6666666666666666
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,7089015503030534342,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,8793099883447006698,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-881464876144297194,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,1650309494326541834,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,2378678654868379935,annotated,2,0.5,0.5,0.5
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-3322598412088356524,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-4633355453516911545,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-7464414779466400769,annotated,3,1.0,0.6666666666666666,0.6666666666666666
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,1562758409663917015,annotated,6,1.0,0.6666666666666666,0.6666666666666666
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,7813254335895169912,annotated,3,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,732619765350082410,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,6962706727076805207,annotated,3,0.3333333333333333,0.0,0.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,3127369420834732535,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-8056895208806271453,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,4131723857510142703,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-6617858863213285972,annotated,3,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-7031499911070053371,annotated,8,0.875,0.75,0.875
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-2419910984507145175,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,3228155858422343609,annotated,4,1.0,0.75,0.75
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-4873786835306543030,annotated,2,0.5,0.5,0.5
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,7341847432427402002,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,9208802889973064064,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-6491913195208307840,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,6818525918465491519,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,3421083040429613594,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-3766268167311659635,annotated,5,1.0,0.6,0.6
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,1669382249251092390,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-3675478481857186593,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-760711577307303110,annotated,3,1.0,1.0,0.6666666666666666
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-2028008768314817948,annotated,3,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,3658847669702107248,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,1249880653163144885,annotated,1,1.0,0.0,0.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-5842265707961388968,annotated,5,0.6,0.6,0.6
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-980277355338003007,annotated,3,1.0,0.6666666666666666,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-2308605614870982079,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,6991956743207247076,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-2352037698769402666,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,3783314997423605362,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,4499452346514611435,empty_answer,0,,,
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,2240932998074597895,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-2587736270657707397,annotated,3,1.0,0.6666666666666666,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-8113348361974619629,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-8374334863981745899,annotated,7,0.7142857142857143,0.7142857142857143,0.7142857142857143
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-4814171382648920164,annotated,2,0.5,0.5,0.5
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,1029755223764707835,annotated,3,1.0,0.6666666666666666,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-4891954000928831702,annotated,2,1.0,0.5,0.5
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,6750695717303546788,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,2806020951549731374,annotated,3,0.6666666666666666,0.6666666666666666,0.6666666666666666
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-4879828696940526525,annotated,1,1.0,0.0,0.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,4888381097814967011,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,434290836324078234,annotated,3,0.6666666666666666,0.6666666666666666,0.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,2872295608752061902,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,9184423694390444844,annotated,3,1.0,0.6666666666666666,0.6666666666666666
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-6253059790504461986,annotated,5,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-5021421578587820891,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-3298679965487154416,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-1854705900900914247,annotated,3,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,2771414991157063420,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,4150448921344430432,annotated,3,0.6666666666666666,0.3333333333333333,0.3333333333333333
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-3469572554119413466,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,5326119942658671302,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-5437055545265308142,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-3176814404414677007,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,6619094979746662600,annotated,2,1.0,0.5,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-2046820450216612197,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,3863117877494111972,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,6769751506580038561,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,4910574660426743103,annotated,6,0.6666666666666666,0.3333333333333333,0.5
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-6249787590084786692,annotated,3,1.0,1.0,0.6666666666666666
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,7139732942062154674,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,5681227898580645683,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,5191207153839372750,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,2260680157828850192,annotated,4,1.0,0.5,0.75
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-4929126693046447466,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-7612789396027174533,annotated,2,1.0,0.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-2084343930513014478,annotated,2,0.5,0.0,0.5
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-4651499553471529318,annotated,2,1.0,0.5,0.5
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,3397865411559231398,empty_answer,0,,,
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,4965896127144803833,annotated,5,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-6429742195389252000,annotated,4,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,6197919553092718789,annotated,5,1.0,0.6,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-2793620497613383112,annotated,1,1.0,0.0,0.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-534703981297361693,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,8630912480840635425,annotated,3,1.0,0.6666666666666666,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-3166192416332661165,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-7582650876403615860,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,1207438646958939540,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,8374920161078411955,annotated,1,1.0,0.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,776206927417616083,annotated,6,0.8333333333333334,0.8333333333333334,0.8333333333333334
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-7082373971902583330,annotated,4,1.0,0.5,0.75
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-7403082197877166868,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-5001543574321430501,annotated,3,1.0,0.6666666666666666,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,4421895045446492516,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,5428573134960989135,annotated,1,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,3189494571253889631,annotated,3,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,4736010675551913156,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-5485901134801622830,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-1528483370616468286,annotated,2,1.0,1.0,1.0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,-962065981949449467,annotated,2,1.0,0.5,0.5
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-7013890438520559398,annotated,3,0.6666666666666666,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,7089015503030534342,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,8793099883447006698,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-881464876144297194,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,1650309494326541834,annotated,1,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,2378678654868379935,annotated,2,0.5,0.5,0.5
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-3322598412088356524,annotated,1,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-4633355453516911545,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-7464414779466400769,annotated,2,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,1562758409663917015,annotated,1,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,7813254335895169912,annotated,1,1.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,732619765350082410,annotated,1,1.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,6962706727076805207,annotated,4,0.75,0.75,0.75
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,3127369420834732535,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-8056895208806271453,annotated,2,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,4131723857510142703,annotated,1,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-6617858863213285972,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-7031499911070053371,annotated,1,1.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-2419910984507145175,annotated,1,1.0,1.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,3228155858422343609,annotated,2,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-4873786835306543030,annotated,1,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,7341847432427402002,annotated,2,1.0,1.0,0.5
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,9208802889973064064,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-6491913195208307840,annotated,1,1.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,6818525918465491519,annotated,2,1.0,1.0,0.5
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,3421083040429613594,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-3766268167311659635,annotated,1,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,1669382249251092390,annotated,3,0.3333333333333333,0.3333333333333333,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-3675478481857186593,annotated,1,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-760711577307303110,annotated,1,1.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-2028008768314817948,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,3658847669702107248,annotated,1,1.0,0.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,1249880653163144885,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-5842265707961388968,annotated,3,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-980277355338003007,annotated,2,1.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-2308605614870982079,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,6991956743207247076,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-2352037698769402666,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,3783314997423605362,annotated,2,1.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,4499452346514611435,annotated,1,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,2240932998074597895,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-2587736270657707397,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-8113348361974619629,annotated,1,1.0,1.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-8374334863981745899,annotated,1,1.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-4814171382648920164,annotated,1,1.0,0.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,1029755223764707835,annotated,4,0.75,0.5,0.25
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-4891954000928831702,annotated,1,1.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,6750695717303546788,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,2806020951549731374,annotated,1,1.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-4879828696940526525,annotated,1,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,4888381097814967011,annotated,1,1.0,1.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,434290836324078234,annotated,1,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,2872295608752061902,annotated,1,1.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,9184423694390444844,annotated,3,0.6666666666666666,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-6253059790504461986,annotated,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-5021421578587820891,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-3298679965487154416,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-1854705900900914247,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,2771414991157063420,annotated,2,1.0,1.0,0.5
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,4150448921344430432,annotated,2,1.0,0.5,0.5
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-3469572554119413466,annotated,1,1.0,0.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,5326119942658671302,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-5437055545265308142,annotated,3,0.6666666666666666,0.3333333333333333,0.3333333333333333
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-3176814404414677007,annotated,3,0.6666666666666666,0.3333333333333333,0.3333333333333333
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,6619094979746662600,annotated,2,1.0,1.0,0.5
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-2046820450216612197,annotated,1,1.0,1.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,3863117877494111972,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,6769751506580038561,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,4910574660426743103,annotated,1,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-6249787590084786692,annotated,3,0.6666666666666666,0.6666666666666666,0.6666666666666666
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,7139732942062154674,annotated,3,0.6666666666666666,0.3333333333333333,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,5681227898580645683,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,5191207153839372750,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,2260680157828850192,annotated,1,1.0,1.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-4929126693046447466,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-7612789396027174533,annotated,1,1.0,0.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-2084343930513014478,annotated,1,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-4651499553471529318,annotated,1,1.0,0.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,3397865411559231398,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,4965896127144803833,annotated,4,1.0,0.75,0.75
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-6429742195389252000,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,6197919553092718789,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-2793620497613383112,annotated,1,1.0,1.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-534703981297361693,annotated,2,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,8630912480840635425,annotated,2,0.5,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-3166192416332661165,annotated,1,1.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-7582650876403615860,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,1207438646958939540,annotated,2,1.0,0.5,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,8374920161078411955,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,776206927417616083,annotated,4,0.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-7082373971902583330,annotated,2,1.0,0.5,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-7403082197877166868,annotated,2,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-5001543574321430501,annotated,5,0.8,0.6,0.6
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,4421895045446492516,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,5428573134960989135,annotated,1,1.0,1.0,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,3189494571253889631,annotated,1,1.0,0.0,0.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,4736010675551913156,annotated,3,1.0,0.6666666666666666,1.0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,-5485901134801622830,annotated,1,1.0,0.0,1.0
