dataset,configuration,configuration_label,question_id,sentence_index,citation_count,citation_present,human_supported,automatic_supported
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,3189494571253889631,2,2,1,1,1
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,4736010675551913156,0,2,1,1,1
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,4736010675551913156,1,1,1,1,1
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,-5485901134801622830,0,3,1,1,1
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,-5485901134801622830,1,2,1,1,1
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,-1528483370616468286,0,3,1,1,1
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,-1528483370616468286,1,1,1,1,1
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,-962065981949449467,0,1,1,0,0
asqa,asqa-gpt-35-turbo-gtr-shot2-ndoc5-42-azure-sample4.json.rerank,GPT-3.5 / reranked samples,-962065981949449467,1,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-7013890438520559398,0,1,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-7013890438520559398,1,2,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-7013890438520559398,2,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,7089015503030534342,0,3,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,8793099883447006698,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-881464876144297194,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,1650309494326541834,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,2378678654868379935,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,2378678654868379935,1,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-3322598412088356524,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-4633355453516911545,0,3,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-7464414779466400769,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-7464414779466400769,1,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,1562758409663917015,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,7813254335895169912,0,2,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,732619765350082410,0,1,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,6962706727076805207,0,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,6962706727076805207,1,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,6962706727076805207,2,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,6962706727076805207,3,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,3127369420834732535,0,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-8056895208806271453,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-8056895208806271453,1,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,4131723857510142703,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-6617858863213285972,0,3,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-7031499911070053371,0,2,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-2419910984507145175,0,2,1,1,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,3228155858422343609,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,3228155858422343609,1,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-4873786835306543030,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,7341847432427402002,0,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,7341847432427402002,1,1,1,1,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,9208802889973064064,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-6491913195208307840,0,3,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,6818525918465491519,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,6818525918465491519,1,1,1,1,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,3421083040429613594,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-3766268167311659635,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,1669382249251092390,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,1669382249251092390,1,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,1669382249251092390,2,2,1,1,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-3675478481857186593,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-760711577307303110,0,1,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-2028008768314817948,0,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,3658847669702107248,0,1,1,0,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,1249880653163144885,0,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-5842265707961388968,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-5842265707961388968,1,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-5842265707961388968,2,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-980277355338003007,0,2,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-980277355338003007,1,2,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-2308605614870982079,0,3,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,6991956743207247076,0,3,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-2352037698769402666,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,3783314997423605362,0,1,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,3783314997423605362,1,1,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,4499452346514611435,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,2240932998074597895,0,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-2587736270657707397,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-8113348361974619629,0,3,1,1,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-8374334863981745899,0,1,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-4814171382648920164,0,2,1,0,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,1029755223764707835,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,1029755223764707835,1,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,1029755223764707835,2,1,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,1029755223764707835,3,1,1,1,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-4891954000928831702,0,2,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,6750695717303546788,0,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,2806020951549731374,0,1,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-4879828696940526525,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,4888381097814967011,0,1,1,1,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,434290836324078234,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,2872295608752061902,0,3,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,9184423694390444844,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,9184423694390444844,1,1,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,9184423694390444844,2,2,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-6253059790504461986,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-6253059790504461986,1,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-6253059790504461986,2,3,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-5021421578587820891,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-3298679965487154416,0,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-1854705900900914247,0,3,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,2771414991157063420,0,1,1,1,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,2771414991157063420,1,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,4150448921344430432,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,4150448921344430432,1,1,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-3469572554119413466,0,1,1,0,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,5326119942658671302,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-5437055545265308142,0,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-5437055545265308142,1,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-5437055545265308142,2,1,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-3176814404414677007,0,1,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-3176814404414677007,1,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-3176814404414677007,2,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,6619094979746662600,0,1,1,1,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,6619094979746662600,1,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-2046820450216612197,0,1,1,1,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,3863117877494111972,0,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,6769751506580038561,0,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,4910574660426743103,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-6249787590084786692,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-6249787590084786692,1,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-6249787590084786692,2,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,7139732942062154674,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,7139732942062154674,1,2,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,7139732942062154674,2,1,1,1,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,5681227898580645683,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,5191207153839372750,0,3,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,2260680157828850192,0,3,1,1,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-4929126693046447466,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-7612789396027174533,0,1,1,0,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-2084343930513014478,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-4651499553471529318,0,2,1,0,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,3397865411559231398,0,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,4965896127144803833,0,3,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,4965896127144803833,1,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,4965896127144803833,2,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,4965896127144803833,3,1,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-6429742195389252000,0,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,6197919553092718789,0,3,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-2793620497613383112,0,2,1,1,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-534703981297361693,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-534703981297361693,1,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,8630912480840635425,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,8630912480840635425,1,3,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-3166192416332661165,0,1,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-7582650876403615860,0,3,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,1207438646958939540,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,1207438646958939540,1,2,1,0,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,8374920161078411955,0,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,776206927417616083,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,776206927417616083,1,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,776206927417616083,2,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,776206927417616083,3,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-7082373971902583330,0,1,1,0,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-7082373971902583330,1,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-7403082197877166868,0,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-7403082197877166868,1,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-5001543574321430501,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-5001543574321430501,1,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-5001543574321430501,2,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-5001543574321430501,3,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-5001543574321430501,4,1,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,4421895045446492516,0,2,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,5428573134960989135,0,3,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,3189494571253889631,0,3,1,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,4736010675551913156,0,1,1,0,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,4736010675551913156,1,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,4736010675551913156,2,1,1,1,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-5485901134801622830,0,1,1,0,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-1528483370616468286,0,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-1528483370616468286,1,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-1528483370616468286,2,0,0,0,0
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-1528483370616468286,3,3,1,0,1
asqa,asqa-vicuna-13b-rigorous-shot2-ndoc3-42.json,Vicuna 13B / 3 documents,-962065981949449467,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_0,0,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_0,1,2,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_0,2,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_0,3,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_1,0,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_1,1,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_1,2,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_1,3,2,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_2,0,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_2,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_2,2,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_2,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_2,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_3,0,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_3,1,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_3,2,1,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_4,0,3,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_4,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_4,2,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_4,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_4,4,3,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_4,5,2,1,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_5,0,3,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_5,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_5,2,1,1,0,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_5,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_5,4,2,1,1,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_6,0,0,0,0,0
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_6,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_6,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_6,3,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_6,4,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_6,5,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_7,0,2,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_7,1,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_7,2,1,1,1,1
eli5,eli5-gpt-35-turbo-bm25-shot2-ndoc5-42-azure.json,GPT-3.5 / 5 documents,eli5_7,3,1,1,1,1
